invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,ssn,is_restricted
I964173,C184126,Female,52,Clothing,3,900.24,Debit Card,15/12/2022,Emaar Square Mall,000-48-4700,True
I334389,C233642,Female,19,Cosmetics,2,81.32,Cash,29/12/2021,Mall of Istanbul,000-36-7043,False
I251855,C258410,Female,68,Cosmetics,3,121.98,Credit Card,19/06/2022,Cevahir AVM,000-84-9939,False
I985808,C270667,Male,22,Books,5,75.75,Cash,16/06/2021,Emaar Square Mall,000-93-5279,False
I224565,C321527,Male,61,Shoes,1,600.17,Cash,7/2/2021,Emaar Square Mall,000-69-7238,False
I239703,C109489,Male,23,Food & Beverage,3,15.69,Credit Card,17/01/2023,Kanyon,000-66-3501,False
I156413,C103824,Male,34,Cosmetics,5,203.3,Debit Card,20/01/2022,Metrocity,000-75-7752,True
I158683,C126571,Female,33,Souvenir,2,23.46,Debit Card,31/07/2022,Metrocity,000-31-1389,False
I983860,C169676,Female,60,Shoes,1,600.17,Credit Card,30/09/2021,Metropol AVM,000-46-8445,False
I119809,C321889,Female,24,Food & Beverage,1,5.23,Debit Card,6/4/2022,Zorlu Center,000-94-5491,True
I319942,C212128,Male,53,Cosmetics,5,203.3,Debit Card,14/11/2022,Mall of Istanbul,000-21-3848,False
I133278,C301271,Male,22,Clothing,3,900.24,Credit Card,24/02/2021,Metrocity,000-96-5085,False
I252084,C221995,Male,50,Souvenir,4,46.92,Cash,25/05/2021,Metrocity,000-38-3262,False
I182889,C318802,Male,49,Clothing,2,600.16,Credit Card,22/03/2021,Metrocity,000-28-0400,True
I106271,C263812,Male,31,Clothing,1,300.08,Debit Card,22/12/2022,Mall of Istanbul,000-15-4011,True
I112481,C321609,Male,29,Food & Beverage,5,26.15,Cash,7/7/2021,Cevahir AVM,000-70-1193,False
I240751,C666013,Female,52,Food & Beverage,1,5.23,Credit Card,18/09/2021,Kanyon,000-68-6790,False
I282789,C172185,Female,67,Cosmetics,2,81.32,Cash,18/02/2022,Istinye Park,000-90-9431,True
I676291,C150463,Female,50,Food & Beverage,2,10.46,Cash,13/06/2021,Metropol AVM,000-34-6291,True
I827069,C274529,Female,58,Toys,5,179.2,Cash,30/05/2021,Mall of Istanbul,000-73-6547,True
I242823,C242659,Female,50,Clothing,4,1200.32,Debit Card,26/03/2021,Metropol AVM,000-41-2417,True
I208631,C194451,Female,68,Technology,2,2100.0,Credit Card,27/07/2022,Kanyon,000-93-0090,False
I139308,C252600,Female,59,Souvenir,2,23.46,Credit Card,6/4/2022,Emaar Square Mall,000-23-6965,False
I177201,C309645,Female,66,Clothing,5,1500.4,Cash,4/2/2022,Forum Istanbul,000-38-2881,True
I263818,C336232,Male,69,Souvenir,4,46.92,Cash,26/06/2022,Zorlu Center,000-99-8486,False
I174966,C325906,Male,27,Food & Beverage,5,26.15,Cash,25/07/2022,Mall of Istanbul,000-69-0822,True
I186896,C138755,Female,52,Toys,1,35.84,Credit Card,19/09/2021,Zorlu Center,000-81-4082,False
I207465,C296745,Female,27,Clothing,2,600.16,Cash,10/10/2022,Istinye Park,000-25-7478,False
I191148,C221838,Female,43,Technology,2,2100.0,Credit Card,29/03/2022,Forum Istanbul,000-27-7612,True
I159487,C104985,Male,36,Clothing,1,300.08,Cash,9/7/2021,Emaar Square Mall,000-95-8702,False
I215141,C826514,Female,19,Souvenir,1,11.73,Cash,25/01/2022,Kanyon,000-81-9755,True
I235828,C267333,Male,21,Books,5,75.75,Cash,14/12/2021,Metrocity,000-50-7251,True
I281274,C130479,Male,20,Clothing,1,300.08,Cash,4/9/2022,Kanyon,000-88-8270,True
I135898,C310108,Female,23,Toys,2,71.68,Debit Card,14/08/2022,Metropol AVM,000-64-8976,True
I943072,C358486,Female,52,Cosmetics,2,81.32,Cash,3/2/2022,Metrocity,000-67-2607,False
I142738,C208738,Male,24,Clothing,4,1200.32,Credit Card,3/1/2021,Kanyon,000-70-7373,True
I304665,C111056,Female,20,Food & Beverage,5,26.15,Credit Card,5/12/2021,Metropol AVM,000-43-4050,True
I133240,C999586,Male,58,Toys,3,107.52,Credit Card,14/06/2022,Zorlu Center,000-91-4543,True
I215906,C296862,Male,21,Clothing,4,1200.32,Debit Card,13/08/2021,Mall of Istanbul,000-76-7939,False
I247747,C101550,Male,35,Shoes,2,1200.34,Cash,11/1/2022,Istinye Park,000-90-3919,True
I227154,C278142,Female,29,Cosmetics,3,121.98,Cash,22/12/2021,Kanyon,000-45-7206,False
I133197,C330779,Male,68,Cosmetics,2,81.32,Credit Card,4/2/2021,Forum Istanbul,000-19-4681,False
I542618,C282968,Female,50,Cosmetics,3,121.98,Debit Card,22/02/2022,Emaar Square Mall,000-40-4451,True
I522612,C852668,Female,44,Toys,3,107.52,Cash,14/09/2021,Kanyon,000-52-5238,True
I336817,C274936,Female,47,Clothing,1,300.08,Cash,3/8/2021,Cevahir AVM,000-79-1320,False
I216982,C269751,Female,48,Souvenir,4,46.92,Cash,2/1/2023,Metrocity,000-27-2471,False
I317443,C136051,Female,39,Toys,1,35.84,Credit Card,23/11/2022,Mall of Istanbul,000-39-6275,True
I115679,C266462,Male,27,Clothing,1,300.08,Cash,10/1/2023,Kanyon,000-98-2503,False
I227707,C329163,Female,34,Shoes,4,2400.68,Cash,10/1/2022,Viaport Outlet,000-37-1052,False
I238456,C305398,Female,65,Food & Beverage,1,5.23,Cash,6/8/2022,Kanyon,000-63-6678,False
I940840,C267961,Female,53,Cosmetics,2,81.32,Cash,19/02/2023,Istinye Park,000-52-8890,False
I298805,C101248,Female,19,Food & Beverage,3,15.69,Credit Card,29/06/2021,Kanyon,000-69-6812,True
I169894,C165812,Female,19,Clothing,2,600.16,Cash,1/7/2021,Istinye Park,000-17-3388,False
I183571,C339518,Female,31,Food & Beverage,1,5.23,Credit Card,7/2/2022,Metrocity,000-63-6381,False
I921232,C235057,Female,43,Toys,2,71.68,Cash,10/10/2021,Cevahir AVM,000-84-0320,False
I130799,C103944,Male,42,Clothing,3,900.24,Credit Card,30/06/2021,Metrocity,000-83-6232,False
I199384,C260889,Male,58,Books,4,60.6,Credit Card,24/03/2022,Kanyon,000-71-0096,False
I300557,C207753,Female,34,Cosmetics,3,121.98,Debit Card,17/09/2022,Istinye Park,000-55-4892,False
I162186,C204154,Female,32,Cosmetics,2,81.32,Debit Card,31/07/2021,Istinye Park,000-59-6865,False
I299125,C290344,Male,27,Souvenir,4,46.92,Credit Card,21/11/2022,Kanyon,000-78-8947,True
I720017,C730395,Female,28,Food & Beverage,2,10.46,Credit Card,4/9/2022,Kanyon,000-87-3613,False
I293086,C312155,Male,55,Cosmetics,3,121.98,Credit Card,18/02/2021,Kanyon,000-72-3595,True
I995407,C259743,Female,48,Souvenir,3,35.19,Cash,21/03/2021,Metropol AVM,000-44-7140,False
I306845,C605200,Female,46,Food & Beverage,4,20.92,Credit Card,2/9/2022,Mall of Istanbul,000-72-0475,True
I274190,C317850,Female,20,Toys,3,107.52,Cash,16/06/2021,Metropol AVM,000-59-5507,False
I305432,C986860,Male,39,Toys,3,107.52,Credit Card,26/01/2023,Mall of Istanbul,000-95-6624,True
I224122,C236428,Male,44,Clothing,5,1500.4,Credit Card,1/7/2022,Mall of Istanbul,000-31-7657,True
I119142,C278588,Female,35,Cosmetics,5,203.3,Debit Card,25/01/2023,Cevahir AVM,000-26-8751,False
I117526,C154184,Male,48,Cosmetics,5,203.3,Credit Card,23/09/2022,Emaar Square Mall,000-13-6455,False
I195735,C287459,Female,22,Clothing,1,300.08,Credit Card,8/9/2021,Kanyon,000-85-9246,False
I243930,C617884,Female,52,Technology,3,3150.0,Debit Card,31/10/2022,Istinye Park,000-94-0444,False
I320007,C294024,Male,45,Clothing,5,1500.4,Debit Card,18/10/2021,Metrocity,000-20-7022,False
I339004,C790567,Male,64,Clothing,4,1200.32,Credit Card,15/07/2022,Mall of Istanbul,000-27-7564,False
I139437,C799447,Male,38,Souvenir,5,58.65,Credit Card,31/05/2021,Mall of Istanbul,000-33-0823,False
I325491,C144628,Female,45,Shoes,2,1200.34,Cash,22/12/2021,Kanyon,000-43-6211,True
I332582,C260810,Female,41,Souvenir,5,58.65,Cash,28/10/2022,Metropol AVM,000-51-3467,True
I976566,C670524,Female,57,Cosmetics,1,40.66,Cash,13/06/2021,Forum Istanbul,000-68-5355,False
I420592,C334281,Male,57,Food & Beverage,4,20.92,Debit Card,25/09/2022,Kanyon,000-53-6211,True
I312499,C314173,Female,60,Books,1,15.15,Credit Card,18/08/2021,Mall of Istanbul,000-45-6906,False
I304591,C122712,Female,44,Food & Beverage,2,10.46,Debit Card,16/09/2021,Kanyon,000-42-1341,True
I122118,C276111,Male,38,Cosmetics,5,203.3,Cash,15/11/2022,Metrocity,000-70-0317,True
I297539,C277924,Male,65,Food & Beverage,3,15.69,Credit Card,7/8/2021,Mall of Istanbul,000-79-0853,True
I339496,C286466,Male,30,Clothing,1,300.08,Debit Card,25/05/2021,Metropol AVM,000-54-3673,True
I160687,C327001,Female,50,Clothing,2,600.16,Debit Card,12/7/2022,Istinye Park,000-93-1124,False
I153842,C509924,Female,19,Food & Beverage,3,15.69,Credit Card,14/09/2022,Forum Istanbul,000-93-0659,False
I615452,C453635,Male,26,Shoes,1,600.17,Debit Card,6/3/2022,Metrocity,000-13-4051,False
I908600,C259539,Female,54,Cosmetics,4,162.64,Credit Card,23/02/2023,Forum Istanbul,000-35-0333,False
I708279,C729392,Female,63,Cosmetics,3,121.98,Credit Card,25/06/2021,Emaar Square Mall,000-89-2496,False
I328691,C280085,Female,66,Clothing,2,600.16,Debit Card,31/07/2022,Metrocity,000-40-2068,False
I423782,C767634,Female,48,Cosmetics,2,81.32,Debit Card,8/4/2021,Mall of Istanbul,000-70-1874,True
I123315,C230018,Male,46,Clothing,2,600.16,Debit Card,1/4/2021,Zorlu Center,000-82-3571,True
I182578,C238063,Male,54,Shoes,4,2400.68,Cash,13/02/2022,Kanyon,000-69-4198,True
I403818,C308584,Male,62,Books,5,75.75,Cash,15/06/2022,Viaport Outlet,000-57-2749,True
I508712,C216619,Female,64,Toys,3,107.52,Credit Card,19/07/2022,Mall of Istanbul,000-87-9949,False
I959992,C241523,Male,55,Food & Beverage,3,15.69,Cash,1/7/2022,Metrocity,000-24-2683,False
I279688,C209761,Female,20,Clothing,1,300.08,Credit Card,19/06/2021,Cevahir AVM,000-49-1771,True
I300847,C329153,Male,41,Toys,5,179.2,Credit Card,11/1/2022,Istinye Park,000-84-0420,True
I170966,C126702,Male,54,Food & Beverage,5,26.15,Credit Card,5/12/2022,Istinye Park,000-49-9433,False
I230221,C287787,Male,34,Clothing,1,300.08,Cash,21/04/2021,Metropol AVM,000-96-6149,True
I317354,C142943,Female,31,Clothing,1,300.08,Cash,10/11/2021,Metropol AVM,000-60-3249,True
I155404,C100484,Male,48,Toys,4,143.36,Cash,19/09/2022,Metrocity,000-19-9700,False
I151181,C260213,Female,44,Clothing,2,600.16,Debit Card,18/01/2021,Emaar Square Mall,000-98-3978,False
I144046,C210589,Female,42,Shoes,1,600.17,Credit Card,21/04/2022,Kanyon,000-23-4941,False
I959386,C885556,Male,25,Shoes,1,600.17,Credit Card,25/11/2022,Mall of Istanbul,000-97-9837,False
I737965,C944366,Male,64,Clothing,5,1500.4,Cash,9/11/2022,Kanyon,000-25-9272,False
I194017,C462011,Female,67,Technology,5,5250.0,Cash,3/1/2022,Kanyon,000-15-5688,True
I252777,C262366,Female,55,Clothing,2,600.16,Cash,19/02/2022,Zorlu Center,000-78-7018,False
I254142,C212400,Female,62,Shoes,3,1800.51,Credit Card,15/12/2022,Emaar Square Mall,000-94-6071,True
I120850,C204307,Female,54,Clothing,2,600.16,Credit Card,8/11/2021,Metrocity,000-18-8289,True
I220285,C162871,Female,43,Food & Beverage,4,20.92,Credit Card,1/5/2022,Kanyon,000-92-5590,True
I180980,C119825,Female,30,Clothing,2,600.16,Cash,14/04/2021,Forum Istanbul,000-11-6882,True
I301451,C260171,Female,58,Cosmetics,5,203.3,Debit Card,28/06/2021,Kanyon,000-72-1729,True
I125700,C244973,Male,49,Shoes,5,3000.85,Credit Card,10/6/2022,Forum Istanbul,000-65-5934,True
I533062,C208765,Female,49,Clothing,3,900.24,Cash,12/5/2022,Mall of Istanbul,000-91-7532,False
I998874,C321053,Female,19,Clothing,5,1500.4,Debit Card,27/12/2022,Mall of Istanbul,000-29-7135,False
I325619,C183356,Female,58,Food & Beverage,1,5.23,Debit Card,16/08/2021,Kanyon,000-32-8548,False
I200646,C155763,Female,49,Food & Beverage,2,10.46,Credit Card,5/3/2021,Kanyon,000-93-4425,False
I337094,C567509,Female,50,Technology,1,1050.0,Cash,9/2/2023,Zorlu Center,000-88-8817,False
I436935,C486241,Female,21,Cosmetics,4,162.64,Cash,26/02/2023,Istinye Park,000-71-7616,True
I585560,C306892,Male,21,Shoes,2,1200.34,Cash,17/02/2023,Mall of Istanbul,000-65-9707,False
I191967,C266819,Male,63,Cosmetics,5,203.3,Credit Card,8/8/2022,Kanyon,000-44-5280,False
I304567,C317897,Male,30,Souvenir,2,23.46,Credit Card,8/3/2023,Forum Istanbul,000-41-1419,False
I232809,C545424,Male,66,Shoes,5,3000.85,Credit Card,2/10/2021,Metrocity,000-45-7385,False
I157441,C224223,Female,23,Food & Beverage,4,20.92,Cash,22/12/2021,Mall of Istanbul,000-41-7613,False
I591015,C286181,Female,69,Clothing,1,300.08,Cash,12/9/2021,Metrocity,000-82-9999,False
I219334,C144371,Female,45,Shoes,4,2400.68,Credit Card,23/03/2022,Kanyon,000-95-6209,False
I162719,C402433,Male,53,Clothing,5,1500.4,Credit Card,11/12/2021,Emaar Square Mall,000-53-0470,True
I237375,C297425,Female,50,Books,1,15.15,Cash,29/12/2022,Istinye Park,000-73-5325,False
I289611,C222906,Female,45,Clothing,3,900.24,Debit Card,8/3/2023,Cevahir AVM,000-33-7988,True
I217650,C236397,Female,47,Food & Beverage,3,15.69,Debit Card,10/2/2021,Forum Istanbul,000-37-5813,True
I214129,C309079,Female,36,Clothing,1,300.08,Debit Card,10/5/2021,Metrocity,000-43-5576,True
I300799,C116633,Female,61,Food & Beverage,3,15.69,Cash,6/3/2022,Metropol AVM,000-45-9767,True
I163771,C259606,Female,46,Toys,4,143.36,Credit Card,29/03/2021,Mall of Istanbul,000-99-4526,True
I252528,C333065,Male,47,Technology,5,5250.0,Debit Card,4/10/2022,Cevahir AVM,000-81-0166,True
I147387,C211494,Female,38,Clothing,5,1500.4,Cash,4/11/2021,Mall of Istanbul,000-76-3130,True
I186255,C302831,Female,41,Clothing,1,300.08,Credit Card,8/11/2022,Kanyon,000-20-3954,False
I308341,C282397,Male,29,Clothing,4,1200.32,Cash,17/05/2021,Istinye Park,000-62-8004,True
I177664,C233697,Female,58,Cosmetics,3,121.98,Credit Card,16/06/2022,Kanyon,000-81-3937,True
I278519,C129976,Male,69,Technology,3,3150.0,Debit Card,24/09/2022,Cevahir AVM,000-98-7800,False
I160636,C812053,Female,53,Cosmetics,4,162.64,Cash,4/4/2022,Metropol AVM,000-92-8041,True
I306136,C324783,Male,26,Food & Beverage,1,5.23,Cash,18/10/2022,Metrocity,000-67-0282,False
I240224,C281502,Male,53,Food & Beverage,1,5.23,Cash,16/10/2021,Mall of Istanbul,000-21-4820,False
I227030,C433234,Female,63,Clothing,4,1200.32,Credit Card,17/05/2021,Istinye Park,000-38-6625,False
I258204,C167183,Female,54,Clothing,1,300.08,Credit Card,3/2/2023,Emaar Square Mall,000-98-3986,False
I231070,C311195,Female,54,Clothing,5,1500.4,Debit Card,15/11/2022,Forum Istanbul,000-49-9528,False
I434983,C107399,Male,45,Souvenir,2,23.46,Credit Card,29/07/2021,Istinye Park,000-57-7753,True
I326925,C992967,Female,62,Toys,4,143.36,Credit Card,17/07/2021,Kanyon,000-80-8698,False
I183840,C246719,Female,18,Clothing,1,300.08,Credit Card,8/3/2022,Viaport Outlet,000-54-6971,False
I533184,C220859,Female,44,Shoes,5,3000.85,Credit Card,22/09/2022,Zorlu Center,000-80-5419,False
I735039,C285422,Male,50,Clothing,1,300.08,Cash,1/8/2022,Metropol AVM,000-55-7434,False
I319997,C217049,Male,31,Clothing,5,1500.4,Credit Card,3/4/2021,Istinye Park,000-44-5023,False
I228150,C141094,Male,62,Clothing,5,1500.4,Cash,21/11/2021,Zorlu Center,000-42-3777,False
I215373,C310628,Female,20,Clothing,5,1500.4,Debit Card,17/09/2021,Kanyon,000-25-3155,False
I275695,C297711,Female,65,Books,5,75.75,Cash,9/8/2022,Mall of Istanbul,000-50-1958,False
I107255,C211354,Female,63,Souvenir,1,11.73,Cash,8/9/2021,Metrocity,000-78-3033,True
I301538,C281864,Female,57,Food & Beverage,4,20.92,Cash,8/10/2021,Mall of Istanbul,000-34-3545,False
I119469,C234177,Female,59,Clothing,1,300.08,Debit Card,3/3/2021,Metropol AVM,000-71-4530,True
I678313,C335822,Female,44,Clothing,4,1200.32,Debit Card,26/12/2021,Zorlu Center,000-85-8595,True
I264491,C107261,Female,63,Cosmetics,5,203.3,Credit Card,13/02/2023,Metropol AVM,000-86-4636,False
I177957,C653357,Male,65,Clothing,4,1200.32,Cash,4/7/2021,Cevahir AVM,000-22-3180,True
I188384,C327084,Female,68,Clothing,1,300.08,Cash,26/01/2021,Istinye Park,000-47-3727,True
I527111,C218706,Female,21,Food & Beverage,2,10.46,Debit Card,5/10/2022,Metropol AVM,000-56-2939,False
I152252,C321931,Female,33,Books,5,75.75,Credit Card,5/4/2021,Mall of Istanbul,000-48-0231,True
I131076,C403983,Female,23,Souvenir,2,23.46,Cash,27/03/2021,Metrocity,000-78-2073,True
I151031,C137912,Female,49,Souvenir,5,58.65,Cash,21/11/2022,Mall of Istanbul,000-45-0745,True
I638444,C229733,Male,57,Shoes,2,1200.34,Credit Card,21/02/2022,Metropol AVM,000-16-9066,True
I884439,C304835,Female,54,Toys,4,143.36,Credit Card,22/08/2022,Kanyon,000-47-2068,True
I381853,C124933,Female,41,Cosmetics,3,121.98,Credit Card,6/12/2022,Emaar Square Mall,000-91-8042,True
I104404,C111115,Female,21,Shoes,3,1800.51,Cash,25/03/2021,Kanyon,000-23-0200,True
I926542,C248988,Female,45,Toys,1,35.84,Debit Card,5/3/2021,Kanyon,000-83-4658,False
I263473,C162574,Female,58,Shoes,3,1800.51,Credit Card,2/8/2021,Kanyon,000-70-7843,True
I177317,C331880,Male,53,Food & Beverage,4,20.92,Cash,16/04/2021,Mall of Istanbul,000-66-5582,False
I941223,C291911,Female,53,Clothing,5,1500.4,Credit Card,3/2/2023,Emaar Square Mall,000-33-0841,False
I323436,C153958,Male,39,Food & Beverage,5,26.15,Debit Card,6/5/2022,Kanyon,000-42-7827,True
I245250,C125209,Female,21,Shoes,1,600.17,Cash,5/2/2022,Mall of Istanbul,000-24-1070,False
I589196,C320640,Female,51,Toys,1,35.84,Credit Card,1/12/2022,Mall of Istanbul,000-61-8056,False
I241028,C803666,Male,50,Clothing,2,600.16,Debit Card,16/12/2021,Emaar Square Mall,000-19-9453,True
I846943,C134691,Female,50,Cosmetics,4,162.64,Cash,6/1/2023,Mall of Istanbul,000-90-0878,True
I131492,C729802,Male,61,Food & Beverage,3,15.69,Cash,8/12/2021,Kanyon,000-29-2444,False
I252340,C252250,Male,44,Food & Beverage,5,26.15,Credit Card,23/02/2021,Mall of Istanbul,000-82-4978,True
I571614,C208545,Female,31,Souvenir,4,46.92,Debit Card,7/1/2022,Istinye Park,000-20-4066,False
I269945,C310975,Male,64,Food & Beverage,1,5.23,Credit Card,14/02/2022,Kanyon,000-25-9143,False
I293115,C109758,Male,50,Clothing,2,600.16,Credit Card,20/05/2022,Viaport Outlet,000-63-9933,True
I180632,C214463,Male,45,Clothing,1,300.08,Credit Card,15/10/2021,Istinye Park,000-86-3697,False
I946433,C387164,Female,29,Technology,4,4200.0,Debit Card,2/2/2023,Kanyon,000-76-6232,True
I557864,C135196,Female,33,Clothing,1,300.08,Cash,9/11/2021,Mall of Istanbul,000-67-7253,False
I721903,C284031,Male,29,Food & Beverage,2,10.46,Cash,9/1/2023,Mall of Istanbul,000-48-9642,False
I995914,C259260,Male,65,Technology,3,3150.0,Credit Card,22/11/2021,Metrocity,000-64-5003,True
I423124,C109593,Female,66,Clothing,1,300.08,Cash,7/1/2023,Metrocity,000-82-0986,True
I318626,C270238,Male,54,Cosmetics,3,121.98,Credit Card,23/09/2022,Istinye Park,000-88-1625,True
I284431,C308978,Male,44,Technology,4,4200.0,Credit Card,24/06/2022,Metropol AVM,000-36-3457,False
I334469,C221607,Male,46,Toys,5,179.2,Cash,4/7/2021,Kanyon,000-43-1330,True
I568785,C115148,Male,37,Food & Beverage,5,26.15,Cash,23/08/2021,Metropol AVM,000-30-3929,False
I307376,C253248,Female,22,Food & Beverage,5,26.15,Credit Card,11/8/2022,Metrocity,000-32-9043,False
I136509,C290760,Female,55,Cosmetics,4,162.64,Cash,2/8/2021,Mall of Istanbul,000-19-2564,False
I194798,C258089,Male,41,Technology,2,2100.0,Cash,7/7/2022,Mall of Istanbul,000-10-6693,False
I236520,C222102,Male,42,Toys,3,107.52,Credit Card,13/02/2022,Viaport Outlet,000-67-9729,False
I295482,C209440,Male,24,Shoes,3,1800.51,Credit Card,17/10/2022,Zorlu Center,000-70-4771,True
I472275,C203263,Female,43,Cosmetics,4,162.64,Cash,14/11/2022,Metrocity,000-14-3792,False
I301404,C232103,Male,40,Clothing,3,900.24,Credit Card,24/03/2021,Cevahir AVM,000-46-4632,False
I100487,C213360,Female,22,Cosmetics,4,162.64,Cash,19/02/2021,Kanyon,000-99-7438,False
I206026,C225105,Female,27,Books,1,15.15,Cash,12/11/2022,Forum Istanbul,000-19-3824,False
I332620,C158124,Female,68,Cosmetics,2,81.32,Credit Card,13/04/2021,Mall of Istanbul,000-43-9663,True
I434161,C246484,Female,48,Clothing,2,600.16,Credit Card,3/5/2021,Metropol AVM,000-94-3241,True
I166306,C197019,Female,56,Clothing,3,900.24,Cash,24/04/2022,Viaport Outlet,000-64-1880,False
I207389,C947114,Male,25,Clothing,3,900.24,Debit Card,17/12/2022,Kanyon,000-79-3683,False
I237018,C115431,Male,30,Food & Beverage,4,20.92,Cash,19/11/2022,Mall of Istanbul,000-92-2441,False
I246114,C266394,Female,49,Toys,5,179.2,Credit Card,22/09/2022,Metropol AVM,000-44-2330,True
I216889,C122371,Male,57,Clothing,2,600.16,Credit Card,16/03/2022,Mall of Istanbul,000-19-0977,True
I137065,C736428,Female,46,Food & Beverage,4,20.92,Cash,1/1/2022,Mall of Istanbul,000-31-5039,True
I284262,C127339,Male,29,Food & Beverage,3,15.69,Cash,23/07/2021,Kanyon,000-86-9325,False
I154122,C164662,Female,69,Cosmetics,1,40.66,Debit Card,22/12/2021,Metrocity,000-46-7195,False
I950429,C248884,Female,42,Cosmetics,2,81.32,Debit Card,9/3/2022,Kanyon,000-25-7679,False
I499170,C100684,Female,38,Toys,1,35.84,Credit Card,20/02/2022,Kanyon,000-98-4982,False
I253083,C240688,Female,46,Clothing,2,600.16,Debit Card,14/11/2021,Metrocity,000-99-6594,True
I508173,C246364,Male,31,Cosmetics,3,121.98,Debit Card,23/01/2022,Metropol AVM,000-44-8199,False
I763131,C195413,Male,26,Clothing,5,1500.4,Cash,16/01/2021,Mall of Istanbul,000-79-8090,False
I149766,C197308,Female,48,Cosmetics,3,121.98,Cash,2/4/2022,Mall of Istanbul,000-66-1317,True
I702817,C264767,Male,30,Books,5,75.75,Credit Card,16/10/2022,Kanyon,000-86-0653,True
I208491,C299172,Male,56,Clothing,1,300.08,Cash,18/01/2023,Kanyon,000-65-5280,False
I337030,C994327,Male,65,Food & Beverage,2,10.46,Cash,27/09/2022,Metrocity,000-87-4102,False
I312041,C337644,Female,53,Clothing,2,600.16,Credit Card,31/01/2022,Mall of Istanbul,000-13-1496,True
I150629,C175449,Female,43,Clothing,3,900.24,Cash,10/12/2022,Kanyon,000-39-9424,True
I197620,C249092,Male,26,Food & Beverage,2,10.46,Cash,8/4/2022,Metrocity,000-85-0339,True
I730771,C432132,Male,23,Clothing,5,1500.4,Debit Card,5/8/2022,Metrocity,000-96-4415,False
I873382,C289802,Female,54,Shoes,4,2400.68,Credit Card,7/1/2023,Metrocity,000-83-0659,False
I637675,C194330,Male,56,Clothing,4,1200.32,Cash,28/06/2021,Kanyon,000-32-7708,True
I153278,C127945,Female,37,Toys,2,71.68,Cash,4/6/2022,Mall of Istanbul,000-76-7245,True
